"DOI","Authors","Publication Year","Species","Life Stage","Shape","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Effect Detected?"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Mortality","Mortality",0.462083234,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Mortality","Mortality",0.924166467,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Mortality","Mortality",1.848332935,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Growth","Length",0.231041617,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Growth","Length",0.462083234,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Growth","Length",0.924166467,"No"
"10.1016/j.envpol.2016.10.037","Jemec",2016,"Daphnia magna","Early","Fiber","Fitness","Growth","Length",1.848332935,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",5066.703,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",5066.703,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",5066.703,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",5066.703,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",376.04,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",376.04,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",376.04,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",376.04,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",105.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",105.11,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",105.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",105.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",27.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",27.11,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",27.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",27.11,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",12.48,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",12.48,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",12.48,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",12.48,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",83.79926392,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",83.79926392,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",83.79926392,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",83.79926392,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Mortality","Mortality",7.844,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Artemia franciscana","Early","Fragment","Fitness","Growth","Length",7.844,"Yes"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Mortality","Mortality",7.844,"No"
"10.1016/j.chemosphere.2018.05.172","JemecKokalj",2018,"Daphnia magna","Early","Fragment","Fitness","Growth","Length",7.844,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1.46e+09,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1.46e+10,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1.46e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",2.91e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",1.46e+09,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",1.46e+10,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",1.46e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",2.91e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",1.46e+09,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",1.46e+10,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",1.46e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",2.91e+11,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1460000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",14600000,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1.46e+08,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",2.91e+08,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",1460000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",14600000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",1.46e+08,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",2.91e+08,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",1460000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",14600000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",1.46e+08,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",2.91e+08,"Yes"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",840,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",8400,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",84000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Copepodid",168000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",840,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",8400,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",84000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Development","Nauplius to Adult",168000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",840,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",8400,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",84000,"No"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","Sphere","Fitness","Reproduction","Fecundity",168000,"No"
"10.1016/j.envpol.2017.12.088","Jin",2018,"Danio rerio","Adult","Sphere","Fitness","Mortality","Mortality",1427932.2,"No"
"10.1016/j.envpol.2017.12.088","Jin",2018,"Danio rerio","Adult","Sphere","Fitness","Mortality","Mortality",14279322,"No"
"10.1016/j.envpol.2017.12.088","Jin",2018,"Danio rerio","Adult","Sphere","Fitness","Mortality","Mortality",1.4279322,"No"
"10.1016/j.envpol.2017.12.088","Jin",2018,"Danio rerio","Adult","Sphere","Fitness","Mortality","Mortality",14.279322,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Length",1040,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Length",10400,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Length",104000,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Body Mass",1040,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Body Mass",10400,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Growth","Body Mass",104000,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Body Condition","Condition Index",1040,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Body Condition","Condition Index",10400,"No"
"10.1016/j.envpol.2017.01.047","Karami",2017,"Danio rerio","Early","Fragment","Fitness","Body Condition","Condition Index",104000,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",298260977.3,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2982609773,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",5965219546,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",8947829319,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",298260977.3,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2982609773,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",5965219546,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",8947829319,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",298260977.3,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1491304887,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2982609773,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",5965219546,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",8947829319,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",249119021.2,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2491190212,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",4982380424,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",7473570635,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",249119021.2,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2491190212,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",4982380424,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",7473570635,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",249119021.2,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",1245595106,"No"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",2491190212,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",4982380424,"Yes"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","Sphere","Fitness","Mortality","Immobilization",7473570635,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",85675931982,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1.86e+11,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",4.43e+11,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",9e+11,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",2.67e+12,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",3.57e+12,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",4.47e+12,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",17849152496,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1.78e+11,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",3.57e+11,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",17849152496,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1.78e+11,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",3.57e+11,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",17849152496,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",17849152496,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",17849152496,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",17849152496,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",17849152496,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1784915250,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",85675931.98,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",185631186,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",442658981.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",899597285.8,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",2670233213,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",3569830499,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",4469427785,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",356983049.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",356983049.9,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",356983049.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Copepodid",356983049.9,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",356983049.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Nauplius to Adult",356983049.9,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1784915.25,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",17849152.5,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",178491525,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",356983049.9,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1784915.25,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",17849152.5,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",178491525,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",356983049.9,"Yes"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",356983049.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1784915.25,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",17849152.5,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",178491525,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",356983049.9,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",49580.97916,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",107425.4548,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",256168.3923,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",520600.2811,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1545273.85,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",2065874.132,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",2586474.413,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1032.937066,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",10329.37066,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",103293.7066,"No"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",206587.4132,"No"
