"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Metric"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","1nm < 100nm","Stress","Stress","Mitochondrial Membrane Integrity",142793220,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Early","100nm < 1µm","Fitness","Reproduction","Population Size",1427.9322,1e-04,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",142793.22,0.01,"NOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",285586.4399,0.02,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Early","100nm < 1µm","Fitness","Mortality","Lifespan",142793.22,0.01,"NOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Early","100nm < 1µm","Fitness","Mortality","Lifespan",285586.4399,0.02,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",142793.22,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","100nm < 1µm","Stress","Stress","MAPK Phosphorylation",142793.22,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Glutathione Reductase Activity",142793.22,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","100nm < 1µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",142793.22,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",82.63496526,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","1µm < 100µm","Stress","Stress","MAPK Phosphorylation",82.63496526,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",82.63496526,0.01,"LOEC"
"10.1021/acs.est.6b01441","Jeong",2016,"Brachionus koreanus","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",82.63496526,0.01,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",1.46e+10,1,"NOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",1.46e+11,10,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Development","Nauplius to Adult",1.46e+10,1,"NOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Development","Nauplius to Adult",1.46e+11,10,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Reproduction","Fecundity",1.46e+10,1,"NOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Fitness","Reproduction","Fecundity",1.46e+11,10,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",2.91e+11,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",2.91e+11,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Metabolism","Oxidative Stress","Glutathione Reductase Activity",2.91e+11,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Metabolism","Detoxification","Glutathione S-Transferase Activity",2.91e+11,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1nm < 100nm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",2.91e+11,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Fitness","Development","Nauplius to Copepodid",1460000,0.1,"NOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Fitness","Development","Nauplius to Copepodid",14600000,1,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",1.46e+08,10,"NOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",2.91e+08,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",2.91e+08,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",2.91e+08,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","100nm < 1µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",2.91e+08,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",168000,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",168000,20,"LOEC"
"10.1038/srep41323","Jeong",2017,"Paracyclopina nana","Early","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",168000,20,"LOEC"
"0.1021/es404295e","Kaposi",2014,"Tripneustes gratilla","Early","1µm < 100µm","Fitness","Growth","Body Width",100,1.216933692,"NOEC"
"0.1021/es404295e","Kaposi",2014,"Tripneustes gratilla","Early","1µm < 100µm","Fitness","Growth","Body Width",300,3.650801076,"LOEC"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",2982609773,10,"NOEC"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",5965219546,20,"LOEC"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",7742854971,25.96,"LC50"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",2491190212,10,"NOEC"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",4982380424,20,"LOEC"
"10.1021/acs.est.7b03732","Kim",2017,"Daphnia magna","Early","100nm < 1µm","Fitness","Mortality","Immobilization",10657311726,42.78,"LC50"
"10.1016/j.envpol.2016.05.006","Lagarde",2016,"Chlamydomonas reinhardtii","Not Reported","100µm < 1mm","Fitness","Growth","Growth",39.77216404,1000,"LOEC"
"10.1016/j.envpol.2016.05.006","Lagarde",2016,"Chlamydomonas reinhardtii","Not Reported","100µm < 1mm","Metabolism","Photosynthesis","rbcl mRNA expression",37.21993961,1000,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",1784915250,0.125,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",17849152496,1.25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",1784915250,0.125,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",17849152496,1.25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",3.07e+10,2.15,"LC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Mortality","Mortality",2.29e+09,0.16,"LC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",1784915250,0.125,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",17849152496,1.25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",1784915250,0.125,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1nm < 100nm","Fitness","Development","Nauplius to Copepodid",17849152496,1.25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Mortality","Mortality",178491525,12.5,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Mortality","Mortality",356983049.9,25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Mortality","Mortality",3.36e+08,23.5,"LC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Copepodid",178491525,12.5,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Copepodid",356983049.9,25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Copepodid",3.03e+08,21.2,"EC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Adult",178491525,12.5,"NOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Adult",356983049.9,25,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Development","Nauplius to Adult",3.06e+08,21.4,"EC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",1784915.25,0.125,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",571000,0.04,"EC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","100nm < 1µm","Fitness","Reproduction","Fecundity",1e+06,0.07,"EC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1032.937066,0.125,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1032.937066,0.125,"LOEC"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",826,0.1,"EC50"
"10.1021/es401932b","Lee",2013,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",331,0.04,"EC50"
"10.1016/j.scitotenv.2017.11.103","Lei",2018,"Danio rerio","Adult","100µm < 1mm","Fitness","Mortality","Mortality",136.4185227,10,"LOEC"
"10.1016/j.envpol.2018.08.084","LeMoine",2018,"Danio rerio","Early","1µm < 100µm","Circulatory, Respiratory","Respiration","Respiration Rate",480,20,"LOEC"
"10.1016/j.marpolbul.2017.10.072","Leung & Chan",2018,"Perinereis aibuhitensis","Adult","1µm < 100µm","Fitness","Mortality","Mortality",100,0.056025069,"LOEC"
"10.1016/j.marpolbul.2017.10.072","Leung & Chan",2018,"Perinereis aibuhitensis","Adult","1µm < 100µm","Fitness","Body Condition","Segment Regeneration",100,0.056025069,"LOEC"
"10.1016/j.marpolbul.2017.10.072","Leung & Chan",2018,"Perinereis aibuhitensis","Adult","1µm < 100µm","Fitness","Body Condition","Segment Regeneration",100,2.402074833,"LOEC"
"10.1016/j.envpol.2017.10.095","Lo & Chan",2018,"Crepidula onyx","Early","1µm < 100µm","Fitness","Growth","Growth Rate",10,0.000240207,"NOEC"
"10.1016/j.envpol.2017.10.095","Lo & Chan",2018,"Crepidula onyx","Early","1µm < 100µm","Fitness","Growth","Growth Rate",60000,1.4412449,"LOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","100nm < 1µm","Fitness","Growth","Cell Density",89245762481,50,"NOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","100nm < 1µm","Fitness","Growth","Cell Density",1.78e+11,100,"LOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","100nm < 1µm","Fitness","Growth","Cell Morphology",17849152496,10,"LOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","1µm < 100µm","Fitness","Growth","Cell Density",89245762.48,50,"NOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","1µm < 100µm","Fitness","Growth","Cell Density",178491525,100,"LOEC"
"10.1016/j.chemosphere.2018.05.170","Mao",2018,"Chlorella pyrenoidosa","Not Reported","1µm < 100µm","Fitness","Growth","Cell Morphology",17849152.5,10,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",9.3e+12,92.63750945,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Feeding","Activity During Feeding",9.3e+12,92.63750945,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Feeding","Distance During Feeding",9.3e+12,92.63750945,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Shoaling","Distance Between Fish",9.3e+12,92.63750945,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Brain Water Content",9.3e+12,92.63750945,"LOEC"
"10.1021/es5053655","Mattson",2015,"Carassius carassius","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","Brain Mass Index",9.3e+12,92.63750945,"LOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",15958.04911,10000,"NOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",31916.09821,20000,"LOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",55853.17187,35000,"IC50"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Fitness","Development","Abnormality Occurrence",63832.19643,40000,"NOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Fitness","Development","Abnormality Occurrence",127664.3929,80000,"LOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Fitness","Reproduction","Number of Offspring",63832.19643,40000,"NOEC"
"10.1016/j.envpol.2017.11.029","Murphy & Quin",2018,"Hydra attenuata","Adult","100µm < 1mm","Fitness","Reproduction","Number of Offspring",127664.3929,80000,"LOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Mortality","Mortality",1e+05,0.147244353,"NOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Mortality","Mortality",1e+06,1.472443533,"LOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Body Mass",30000,0.044173306,"LOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+05,0.147244353,"NOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+06,1.472443533,"LOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",86000,0.126630144,"EC50"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Body Mass",30000,1.407391097,"LOEC"
"10.1371/journal.pone.0155063","Ogonowski",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",280000,13.13565024,"EC50"
"10.1016/j.ecolind.2013.06.019","Oliviera",2013,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",1392.014713,0.0184,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Fitness","Mortality","Cell Viability",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Reactive Oxygen Species Production",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Phagocytosis",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Hemocyte Concentration",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte Concentration",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Reductase Activity",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Detoxification","pgp mRNA expression",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase mRNA expression",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Oxidative Stress","sod mRNA expression",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Metabolism","Carb Metabolism","pk mRNA expression",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Immune","Immune Other ","Lysozyme mRNA expression",2000,0.032,"LOEC"
"10.1016/j.envpol.2016.06.039","PaulPont",2016,"Mytilus NA","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",2000,0.032,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","D Lactate Concentration",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Immune","Chemokines","Interleukin 1a Concentration",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","proteobacteria",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Actinobacteria","Actinobacteria",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","Aeromonas",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Actinobacteria","Gordonia",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","D Lactate Concentration",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","proteobacteria",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Actinobacteria","Gordonia",54,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Fitness","Body Condition","Body Mass",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Fitness","Body Condition","Condition Index",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Gut Mucus Volume",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Alimentary, Excretory","Intestinal Permeability","D Lactate Concentration",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Immune","Chemokines","Interleukin 1a Concentration",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Diversity","ACE Diversity Index",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Diversity","Shannon Diversity Index",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","proteobacteria",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Actinobacteria","Actinobacteria",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","Aeromonas",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Protebacteria","pseudomonas",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2019.07.065","Qiao",2019,"Danio rerio","Adult","1µm < 100µm","Microbiome","Actinobacteria","Gordonia",0.68,0.01,"LOEC"
"10.1016/j.chemosphere.2016.02.133","Rehse",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Mortality","Mortality",12519500000,12.5,"NOEC"
"10.1016/j.chemosphere.2016.02.133","Rehse",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Mortality","Mortality",2.5039e+10,25,"LOEC"
"10.1016/j.chemosphere.2016.02.133","Rehse",2016,"Daphnia magna","Early","1µm < 100µm","Fitness","Mortality","Mortality",7257465.405,57,"LC50"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Acropora muricata","Adult","100µm < 1mm","Fitness","Body Condition","Surface Area",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Acropora muricata","Adult","100µm < 1mm","Metabolism","Photosynthesis","Photochemical Efficiency",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Acropora muricata","Adult","100µm < 1mm","Metabolism","Photosynthesis","Photochemical Efficiency",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Acropora muricata","Adult","100µm < 1mm","Fitness","Mortality","Mortality",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Heliopora coerulea","Adult","100µm < 1mm","Fitness","Body Condition","Calcification",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Pocillopora verrucosa","Adult","100µm < 1mm","Metabolism","Photosynthesis","Photochemical Efficiency",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Pocillopora verrucosa","Adult","100µm < 1mm","Metabolism","Photosynthesis","Relative e Transport State",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Pocillopora verrucosa","Adult","100µm < 1mm","Metabolism","Photosynthesis","Minimum Saturation Irradiance",0.0203,2.5,"LOEC"
"10.1016/j.envpol.2019.113074","Reichert",2019,"Pocillopora verrucosa","Adult","100µm < 1mm","Fitness","Mortality","Mortality",0.0203,2.5,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",4,1,"LOEC"
